cpa_id,cluster
323379,1
323409,1
323413,1
323414,1
323416,1
323455,1
323457,1
390299,1
390300,1
390301,1
390302,1
390303,1
390304,1
390305,1
390351,1
390389,1
390588,1
390589,1
390993,1
390994,1
390995,1
391001,1
391002,1
391003,1
391004,1
391005,1
391006,1
391029,1
391030,1
391031,1
391032,1
391033,1
391034,1
391035,1
391036,1
391037,1
391038,1
391039,1
391040,1
391041,1
391042,1
391043,1
391044,1
391045,1
391046,1
391047,1
391048,1
391049,1
391050,1
391051,1
391052,1
391053,1
391055,1
391056,1
391057,1
391058,1
391059,1
391060,1
391061,1
391062,1
391063,1
391064,1
391065,1
391066,1
391067,1
391068,1
391069,1
391070,1
391071,1
391072,1
391073,1
391074,1
391075,1
391076,1
391077,1
391078,1
391079,1
391080,1
391081,1
391082,1
391083,1
391084,1
391085,1
391086,1
391088,1
391089,1
391090,1
391091,1
391092,1
391095,1
391096,1
391097,1
391098,1
391099,1
391103,1
391104,1
391105,1
391106,1
391107,1
391108,1
391109,1
391114,1
391115,1
391116,1
391117,1
391969,1
391970,1
391971,1
391972,1
391976,1
391977,1
391978,1
391979,1
391980,1
391981,1
391991,1
391992,1
391993,1
391994,1
391995,1
391996,1
391997,1
392010,1
392011,1
392012,1
392013,1
392014,1
392015,1
392016,1
392032,1
392033,1
392034,1
392035,1
392036,1
392037,1
392052,1
392053,1
392054,1
392055,1
392056,1
392071,1
392072,1
392073,1
392074,1
392075,1
392076,1
392089,1
392090,1
392091,1
392092,1
392093,1
392106,1
392107,1
392136,1
392137,1
392138,1
392139,1
392443,1
392444,1
392445,1
392446,1
392447,1
392448,1
392449,1
392455,1
392456,1
392457,1
392458,1
392473,1
392474,1
392481,1
392664,1
392712,1
392713,1
392714,1
392721,1
392897,1
392898,1
392901,1
392902,1
392903,1
392907,1
392908,1
392909,1
392910,1
392911,1
392915,1
392916,1
392917,1
392918,1
392919,1
392924,1
392925,1
392933,1
392934,1
392944,1
392945,1
392954,1
393068,1
393069,1
393070,1
393264,1
393265,1
393372,1
394211,1
394213,1
394214,1
394240,1
394241,1
394242,1
394267,1
394268,1
394269,1
394291,1
394292,1
394293,1
394294,1
394317,1
394318,1
394319,1
394341,1
394342,1
394343,1
394344,1
394367,1
394368,1
394369,1
394388,1
394389,1
394390,1
394406,1
394407,1
394408,1
394425,1
394427,1
394428,1
394446,1
394447,1
394448,1
394449,1
394450,1
394451,1
394452,1
394453,1
394457,1
394461,1
394462,1
394463,1
394464,1
394465,1
394466,1
394467,1
394471,1
394472,1
394473,1
394474,1
394475,1
394476,1
394477,1
394478,1
394482,1
394483,1
394484,1
394485,1
394486,1
394487,1
394488,1
394489,1
394492,1
394493,1
394494,1
394754,1
394755,1
394778,1
394779,1
394780,1
394781,1
394797,1
394799,1
394800,1
394801,1
394802,1
394803,1
394804,1
394821,1
394822,1
394823,1
394824,1
394825,1
394826,1
394827,1
394828,1
394829,1
394830,1
394831,1
394832,1
394844,1
394845,1
394846,1
394847,1
394848,1
394849,1
394850,1
394851,1
394852,1
394853,1
394854,1
394855,1
394856,1
394869,1
394870,1
394871,1
394872,1
394873,1
394874,1
394875,1
394876,1
394877,1
394878,1
394879,1
394880,1
394881,1
394882,1
394883,1
394897,1
394898,1
394899,1
394900,1
394901,1
394902,1
394903,1
394904,1
394905,1
394906,1
394915,1
394916,1
394917,1
394918,1
394919,1
394920,1
394921,1
394922,1
394923,1
394924,1
394925,1
395189,1
395190,1
395199,1
395200,1
395201,1
395210,1
395211,1
395212,1
395222,1
395223,1
395224,1
395225,1
395232,1
395233,1
395240,1
395248,1
395249,1
395250,1
395251,1
395252,1
395253,1
395257,1
395258,1
395259,1
395260,1
395261,1
395262,1
395263,1
395269,1
395270,1
395271,1
395272,1
395273,1
395274,1
395281,1
395282,1
395283,1
395287,1
395288,1
323374,2
323391,2
323395,2
323400,2
323407,2
323423,2
323430,2
323456,2
391175,2
391177,2
392182,2
392186,2
392187,2
392188,2
392189,2
392190,2
392191,2
392197,2
392198,2
392199,2
392200,2
392201,2
392202,2
392208,2
392209,2
392210,2
392211,2
392212,2
392219,2
392220,2
392221,2
392424,2
392425,2
392715,2
392716,2
392717,2
392722,2
392734,2
392735,2
392899,2
392900,2
392904,2
392905,2
392906,2
392912,2
392913,2
392914,2
392920,2
392921,2
392922,2
392923,2
392926,2
392927,2
392928,2
392929,2
392930,2
392931,2
392932,2
392935,2
392936,2
392937,2
392938,2
392939,2
392940,2
392942,2
392946,2
392947,2
392948,2
392949,2
392950,2
392951,2
392953,2
392955,2
392956,2
392957,2
392958,2
392959,2
392960,2
392962,2
392963,2
392964,2
392965,2
392966,2
392967,2
392968,2
392969,2
392970,2
392971,2
392972,2
392973,2
392976,2
392977,2
392978,2
392979,2
392980,2
392981,2
392982,2
392987,2
392988,2
392989,2
392990,2
392991,2
392992,2
392998,2
392999,2
393000,2
393001,2
