cpa_id,cluster
67905,1
68048,1
68065,1
68076,1
68093,1
68097,1
68107,1
68114,1
68127,1
72657,1
73079,1
74130,1
74752,1
67799,2
72571,2
72665,2
72671,2
72680,2
72687,2
72694,2
73157,2
73176,2
73842,2
73844,2
73847,2
74753,2
67904,3
67938,3
67970,3
67975,3
67978,3
67990,3
68073,3
68087,3
68096,3
72689,3
73845,3
74044,3
74109,3
74128,3
74472,3
74473,3
74475,3
74551,3
74640,3
74641,3
74642,3
74648,3
67963,4
68016,4
68043,4
68123,4
68250,4
72450,4
72457,4
72483,4
72485,4
72675,4
72695,4
72696,4
72699,4
73078,4
73180,4
73391,4
73392,4
74125,4
74477,4
74503,4
74552,4
72453,5
72458,5
72461,5
72462,5
72467,5
72572,5
72683,5
72690,5
72697,5
72702,5
72704,5
73155,5
73156,5
73179,5
73386,5
73387,5
74029,5
74102,5
67994,6
68059,6
68061,6
72446,6
72447,6
72448,6
72451,6
72454,6
72456,6
72468,6
72469,6
72470,6
72484,6
72499,6
72688,6
72700,6
72701,6
74639,6
